type,n,m,t,otps,cmps,iters
max,39,170,86,13,2,41
min,39,170,86,13,2,49
rnd,39,170,86,13,2,28
max,39,170,119,13,2,23
min,39,170,119,13,2,54
rnd,39,170,119,13,2,28
max,39,170,128,25,2,49
min,39,170,128,25,2,62
rnd,39,170,128,25,2,63
max,39,170,140,10,2,19
min,39,170,140,10,2,18
rnd,39,170,140,10,2,23
max,39,170,116,13,2,14
min,39,170,116,13,2,14
rnd,39,170,116,13,2,14
max,39,170,135,27,2,71
min,39,170,135,27,2,114
rnd,39,170,135,27,2,98
max,39,170,95,13,3,32
min,39,170,95,13,3,80
rnd,39,170,95,13,3,58
max,39,170,66,18,2,19
min,39,170,66,18,2,20
rnd,39,170,66,18,2,20
max,39,170,126,36,3,86
min,39,170,126,36,3,97
rnd,39,170,126,36,3,143
max,39,170,118,17,2,109
min,39,170,118,17,2,158
rnd,39,170,118,17,2,131
max,39,170,99,39,3,121
min,39,170,99,39,3,231
rnd,39,170,99,39,3,115
max,39,170,103,14,2,15
min,39,170,103,14,2,15
rnd,39,170,103,14,2,15
max,39,170,106,14,2,29
min,39,170,106,14,2,63
rnd,39,170,106,14,2,48
max,39,170,131,12,2,17
min,39,170,131,12,2,24
rnd,39,170,131,12,2,22
max,39,170,127,14,2,44
min,39,170,127,14,2,45
rnd,39,170,127,14,2,33
max,39,170,112,28,3,207
min,39,170,112,28,3,310
rnd,39,170,112,28,3,126
max,39,170,129,12,2,30
min,39,170,129,12,2,27
rnd,39,170,129,12,2,23
max,39,170,83,7,2,8
min,39,170,83,7,2,11
rnd,39,170,83,7,2,10
max,39,170,101,8,2,9
min,39,170,101,8,2,9
rnd,39,170,101,8,2,9
max,39,170,136,24,2,79
min,39,170,136,24,2,129
rnd,39,170,136,24,2,124
max,39,170,103,8,2,10
min,39,170,103,8,2,16
rnd,39,170,103,8,2,11
max,39,170,133,9,2,14
min,39,170,133,9,2,12
rnd,39,170,133,9,2,14
max,39,170,110,21,3,33
min,39,170,110,21,3,37
rnd,39,170,110,21,3,32
max,39,170,145,33,3,78
min,39,170,145,33,3,174
rnd,39,170,145,33,3,146
max,39,170,125,11,2,16
min,39,170,125,11,2,35
rnd,39,170,125,11,2,30
max,39,170,119,43,4,112
min,39,170,119,43,4,249
rnd,39,170,119,43,4,379
max,39,170,107,24,2,425
min,39,170,107,24,2,800
rnd,39,170,107,24,2,1080
max,39,170,133,17,2,41
min,39,170,133,17,2,31
rnd,39,170,133,17,2,29
max,39,170,101,19,2,94
min,39,170,101,19,2,98
rnd,39,170,101,19,2,324
max,39,170,126,29,3,113
min,39,170,126,29,3,462
rnd,39,170,126,29,3,136
max,39,170,149,52,3,183
min,39,170,149,52,3,385
rnd,39,170,149,52,3,258
max,39,170,127,8,2,9
min,39,170,127,8,2,9
rnd,39,170,127,8,2,9
max,39,170,67,8,2,17
min,39,170,67,8,2,26
rnd,39,170,67,8,2,20
max,39,170,102,40,3,771
max,39,170,128,23,3,91
min,39,170,128,23,3,121
rnd,39,170,128,23,3,54
max,39,170,58,16,2,62
min,39,170,58,16,2,141
rnd,39,170,58,16,2,113
max,39,170,150,63,4,249
min,39,170,150,63,4,640
max,39,170,125,40,3,198
min,39,170,125,40,3,841
rnd,39,170,125,40,3,407
max,39,170,113,26,2,254
min,39,170,113,26,2,247
rnd,39,170,113,26,2,222
max,39,170,99,41,3,64
min,39,170,99,41,3,96
rnd,39,170,99,41,3,84
max,39,170,130,13,2,14
min,39,170,130,13,2,14
rnd,39,170,130,13,2,14
max,39,170,119,10,2,11
min,39,170,119,10,2,11
rnd,39,170,119,10,2,11
max,39,170,144,19,3,20
min,39,170,144,19,3,30
rnd,39,170,144,19,3,21
max,39,170,93,10,2,17
min,39,170,93,10,2,18
rnd,39,170,93,10,2,20
max,39,170,93,20,2,33
min,39,170,93,20,2,48
rnd,39,170,93,20,2,41
max,39,170,109,46,3,119
min,39,170,109,46,3,196
rnd,39,170,109,46,3,185
max,39,170,135,27,2,86
min,39,170,135,27,2,59
rnd,39,170,135,27,2,116
max,39,170,91,18,2,115
min,39,170,91,18,2,116
rnd,39,170,91,18,2,104
max,39,170,118,34,3,114
min,39,170,118,34,3,370
rnd,39,170,118,34,3,304
max,39,170,135,23,2,251
min,39,170,135,23,2,956
rnd,39,170,135,23,2,275
max,39,170,124,24,2,97
min,39,170,124,24,2,107
rnd,39,170,124,24,2,183
rnd,39,170,117,66,5,461
max,39,170,150,29,2,217
min,39,170,150,29,2,369
rnd,39,170,150,29,2,151
max,39,170,132,28,2,91
min,39,170,132,28,2,118
rnd,39,170,132,28,2,121
max,39,170,143,10,2,53
min,39,170,143,10,2,59
rnd,39,170,143,10,2,46
max,39,170,106,27,2,112
min,39,170,106,27,2,121
rnd,39,170,106,27,2,101
max,39,170,150,22,2,130
min,39,170,150,22,2,382
rnd,39,170,150,22,2,1003
max,39,170,97,17,2,89
min,39,170,97,17,2,187
rnd,39,170,97,17,2,160
max,39,170,136,14,2,29
min,39,170,136,14,2,80
rnd,39,170,136,14,2,33
max,39,170,115,37,3,410
min,39,170,115,37,3,587
rnd,39,170,115,37,3,258
max,39,170,140,26,3,236
min,39,170,140,26,3,902
rnd,39,170,140,26,3,220
max,39,170,100,21,2,52
min,39,170,100,21,2,88
rnd,39,170,100,21,2,45
max,39,170,115,38,4,122
min,39,170,115,38,4,195
rnd,39,170,115,38,4,114
max,39,170,116,20,2,47
min,39,170,116,20,2,52
rnd,39,170,116,20,2,46
max,39,170,139,43,3,107
min,39,170,139,43,3,115
rnd,39,170,139,43,3,217
max,39,170,89,17,2,46
min,39,170,89,17,2,64
rnd,39,170,89,17,2,109
max,39,170,120,10,2,11
min,39,170,120,10,2,19
rnd,39,170,120,10,2,11
max,39,170,133,36,3,118
min,39,170,133,36,3,215
rnd,39,170,133,36,3,382
max,39,170,114,25,2,193
min,39,170,114,25,2,202
rnd,39,170,114,25,2,302
max,39,170,91,49,4,194
min,39,170,91,49,4,190
rnd,39,170,91,49,4,270
max,39,170,109,31,3,739
min,39,170,109,31,3,1606
rnd,39,170,109,31,3,423
max,39,170,136,39,3,347
min,39,170,136,39,3,987
rnd,39,170,136,39,3,1011
max,39,170,75,8,2,9
min,39,170,75,8,2,16
rnd,39,170,75,8,2,9
max,39,170,121,50,4,149
min,39,170,121,50,4,212
rnd,39,170,121,50,4,189
max,39,170,110,27,2,230
min,39,170,110,27,2,431
rnd,39,170,110,27,2,185
max,39,170,143,40,3,177
min,39,170,143,40,3,395
rnd,39,170,143,40,3,362
max,39,170,142,22,2,92
min,39,170,142,22,2,96
rnd,39,170,142,22,2,93
max,39,170,116,24,2,129
min,39,170,116,24,2,248
rnd,39,170,116,24,2,96
max,39,170,106,11,2,15
min,39,170,106,11,2,14
rnd,39,170,106,11,2,20
max,39,170,148,48,4,113
min,39,170,148,48,4,402
rnd,39,170,148,48,4,394
max,39,170,78,14,2,63
min,39,170,78,14,2,187
rnd,39,170,78,14,2,180
max,39,170,118,32,3,89
min,39,170,118,32,3,109
rnd,39,170,118,32,3,95
max,39,170,107,11,2,20
min,39,170,107,11,2,19
rnd,39,170,107,11,2,22
max,39,170,128,17,2,51
min,39,170,128,17,2,50
rnd,39,170,128,17,2,46
max,39,170,114,44,3,771
min,39,170,114,44,3,407
rnd,39,170,114,44,3,1018
max,39,170,134,10,2,14
min,39,170,134,10,2,17
rnd,39,170,134,10,2,15
max,39,170,138,48,3,200
min,39,170,138,48,3,447
rnd,39,170,138,48,3,966
max,39,170,127,30,3,86
min,39,170,127,30,3,141
rnd,39,170,127,30,3,164
max,39,170,139,41,3,62
min,39,170,139,41,3,74
rnd,39,170,139,41,3,100
max,39,170,126,31,3,352
min,39,170,126,31,3,391
rnd,39,170,126,31,3,193
max,39,170,133,24,2,716
min,39,170,133,24,2,1426
rnd,39,170,133,24,2,1014
max,39,170,73,23,2,98
min,39,170,73,23,2,115
rnd,39,170,73,23,2,115
max,39,170,136,9,2,10
min,39,170,136,9,2,13
rnd,39,170,136,9,2,11
max,39,170,146,70,3,769
rnd,39,170,146,70,3,943
max,39,170,132,24,2,61
min,39,170,132,24,2,77
rnd,39,170,132,24,2,77
max,39,170,89,5,2,8
min,39,170,89,5,2,12
rnd,39,170,89,5,2,12
max,39,170,95,24,2,77
min,39,170,95,24,2,110
rnd,39,170,95,24,2,82
max,39,170,124,24,2,64
min,39,170,124,24,2,99
rnd,39,170,124,24,2,77
max,39,170,130,22,3,52
min,39,170,130,22,3,116
rnd,39,170,130,22,3,153
max,39,170,88,24,2,46
min,39,170,88,24,2,72
rnd,39,170,88,24,2,46
max,39,170,146,17,2,31
min,39,170,146,17,2,28
rnd,39,170,146,17,2,28
max,39,170,148,35,3,232
min,39,170,148,35,3,875
rnd,39,170,148,35,3,176
max,39,170,79,18,2,47
min,39,170,79,18,2,53
rnd,39,170,79,18,2,75
max,39,170,141,54,3,640
min,39,170,141,54,3,363
rnd,39,170,141,54,3,1025
max,39,170,83,5,2,7
min,39,170,83,5,2,10
rnd,39,170,83,5,2,8
max,39,170,62,31,3,60
min,39,170,62,31,3,101
rnd,39,170,62,31,3,65
max,39,170,92,9,2,13
min,39,170,92,9,2,13
rnd,39,170,92,9,2,16
max,39,170,128,23,2,106
min,39,170,128,23,2,202
rnd,39,170,128,23,2,311
max,39,170,81,18,2,52
min,39,170,81,18,2,43
rnd,39,170,81,18,2,33
max,39,170,121,10,2,11
min,39,170,121,10,2,12
rnd,39,170,121,10,2,12
max,39,170,129,47,3,395
min,39,170,129,47,3,530
rnd,39,170,129,47,3,785
max,39,170,89,8,2,9
min,39,170,89,8,2,12
rnd,39,170,89,8,2,9
max,39,170,110,24,2,110
min,39,170,110,24,2,237
rnd,39,170,110,24,2,123
max,39,170,113,10,2,17
min,39,170,113,10,2,17
rnd,39,170,113,10,2,30
max,39,170,121,25,2,43
min,39,170,121,25,2,51
rnd,39,170,121,25,2,48
max,39,170,134,22,2,76
min,39,170,134,22,2,168
rnd,39,170,134,22,2,106
max,39,170,133,27,2,50
min,39,170,133,27,2,65
rnd,39,170,133,27,2,55
max,39,170,125,34,3,51
min,39,170,125,34,3,62
rnd,39,170,125,34,3,70
max,39,170,105,14,2,54
min,39,170,105,14,2,93
rnd,39,170,105,14,2,118
max,39,170,141,23,2,51
min,39,170,141,23,2,91
rnd,39,170,141,23,2,96
max,39,170,140,24,2,175
min,39,170,140,24,2,183
rnd,39,170,140,24,2,601
max,39,170,122,7,2,17
min,39,170,122,7,2,13
rnd,39,170,122,7,2,17
max,39,170,97,8,2,13
min,39,170,97,8,2,19
rnd,39,170,97,8,2,16
max,39,170,108,53,3,253
min,39,170,108,53,3,1241
rnd,39,170,108,53,3,989
max,39,170,121,21,2,36
min,39,170,121,21,2,92
rnd,39,170,121,21,2,75
max,39,170,105,33,3,844
rnd,39,170,105,33,3,520
max,39,170,117,35,3,154
min,39,170,117,35,3,1866
rnd,39,170,117,35,3,194
max,39,170,145,27,2,45
min,39,170,145,27,2,50
rnd,39,170,145,27,2,39
max,39,170,83,23,3,46
min,39,170,83,23,3,62
rnd,39,170,83,23,3,50
max,39,170,116,21,2,45
min,39,170,116,21,2,53
rnd,39,170,116,21,2,49
rnd,39,170,146,77,3,1025
rnd,39,170,128,27,2,825
max,39,170,119,5,2,6
min,39,170,119,5,2,6
rnd,39,170,119,5,2,6
max,39,170,87,8,2,12
min,39,170,87,8,2,20
rnd,39,170,87,8,2,13
max,39,170,146,22,2,232
min,39,170,146,22,2,396
rnd,39,170,146,22,2,267
max,39,170,95,7,2,8
min,39,170,95,7,2,8
rnd,39,170,95,7,2,8
max,39,170,76,9,2,12
min,39,170,76,9,2,18
rnd,39,170,76,9,2,15
max,39,170,141,23,2,222
min,39,170,141,23,2,502
rnd,39,170,141,23,2,123
max,39,170,125,48,4,224
min,39,170,125,48,4,953
rnd,39,170,125,48,4,198
max,39,170,90,23,2,103
min,39,170,90,23,2,177
rnd,39,170,90,23,2,90
max,39,170,150,47,3,345
min,39,170,150,47,3,381
rnd,39,170,150,47,3,340
max,39,170,133,10,2,11
min,39,170,133,10,2,16
rnd,39,170,133,10,2,15
rnd,39,170,138,27,2,1585
max,39,170,135,21,3,53
min,39,170,135,21,3,119
rnd,39,170,135,21,3,78
max,39,170,56,19,2,86
min,39,170,56,19,2,96
rnd,39,170,56,19,2,74
max,39,170,147,21,3,24
min,39,170,147,21,3,31
rnd,39,170,147,21,3,46
max,39,170,106,10,2,18
min,39,170,106,10,2,26
rnd,39,170,106,10,2,18
max,39,170,149,8,2,9
min,39,170,149,8,2,10
rnd,39,170,149,8,2,9
max,39,170,144,23,2,109
min,39,170,144,23,2,161
rnd,39,170,144,23,2,65
max,39,170,122,18,2,32
min,39,170,122,18,2,32
rnd,39,170,122,18,2,33
max,39,170,108,25,2,77
min,39,170,108,25,2,100
rnd,39,170,108,25,2,105
max,39,170,61,14,2,32
min,39,170,61,14,2,32
rnd,39,170,61,14,2,24
max,39,170,138,14,2,23
min,39,170,138,14,2,23
rnd,39,170,138,14,2,23
max,39,170,138,10,2,11
min,39,170,138,10,2,11
rnd,39,170,138,10,2,11
max,39,170,82,11,2,15
min,39,170,82,11,2,15
rnd,39,170,82,11,2,15
max,39,170,138,18,2,24
min,39,170,138,18,2,72
rnd,39,170,138,18,2,44
max,39,170,114,19,2,147
min,39,170,114,19,2,200
rnd,39,170,114,19,2,191
max,39,170,149,17,2,18
min,39,170,149,17,2,18
rnd,39,170,149,17,2,18
max,39,170,145,27,2,173
min,39,170,145,27,2,357
rnd,39,170,145,27,2,110
max,39,170,120,9,3,10
min,39,170,120,9,3,10
rnd,39,170,120,9,3,10
max,39,170,124,53,3,377
min,39,170,124,53,3,342
rnd,39,170,124,53,3,452
max,39,170,143,20,3,27
min,39,170,143,20,3,63
rnd,39,170,143,20,3,55
max,39,170,150,22,3,65
min,39,170,150,22,3,164
rnd,39,170,150,22,3,66
max,39,170,149,29,2,180
min,39,170,149,29,2,458
rnd,39,170,149,29,2,374
max,39,170,131,51,4,1707
max,39,170,94,47,3,1005
rnd,39,170,94,47,3,491
max,39,170,129,7,2,8
min,39,170,129,7,2,8
rnd,39,170,129,7,2,8
max,39,170,140,40,4,488
min,39,170,140,40,4,1218
rnd,39,170,140,40,4,501
max,39,170,110,16,2,51
min,39,170,110,16,2,56
rnd,39,170,110,16,2,82
max,39,170,138,24,2,174
min,39,170,138,24,2,282
rnd,39,170,138,24,2,177
max,39,170,125,22,3,43
min,39,170,125,22,3,48
rnd,39,170,125,22,3,38
max,39,170,121,32,4,39
min,39,170,121,32,4,40
rnd,39,170,121,32,4,56
max,39,170,88,22,2,102
min,39,170,88,22,2,415
rnd,39,170,88,22,2,369
max,39,170,145,26,2,176
min,39,170,145,26,2,213
rnd,39,170,145,26,2,100
max,39,170,139,64,4,179
min,39,170,139,64,4,197
rnd,39,170,139,64,4,300
max,39,170,104,20,3,28
min,39,170,104,20,3,55
rnd,39,170,104,20,3,35
max,39,170,144,23,2,82
min,39,170,144,23,2,229
rnd,39,170,144,23,2,172
max,39,170,147,26,3,449
min,39,170,147,26,3,453
rnd,39,170,147,26,3,188
max,39,170,112,43,3,213
min,39,170,112,43,3,417
rnd,39,170,112,43,3,185
max,39,170,88,4,2,5
min,39,170,88,4,2,5
rnd,39,170,88,4,2,5
max,39,170,116,19,3,21
min,39,170,116,19,3,31
rnd,39,170,116,19,3,26
max,39,170,147,49,4,382
min,39,170,147,49,4,910
rnd,39,170,147,49,4,473
max,39,170,136,28,3,206
min,39,170,136,28,3,187
rnd,39,170,136,28,3,95
max,39,170,116,13,2,37
min,39,170,116,13,2,51
rnd,39,170,116,13,2,47
max,39,170,123,28,2,335
min,39,170,123,28,2,952
rnd,39,170,123,28,2,492
max,39,170,122,26,2,62
min,39,170,122,26,2,312
rnd,39,170,122,26,2,173
max,39,170,108,46,3,225
min,39,170,108,46,3,491
rnd,39,170,108,46,3,1537
max,39,170,138,26,3,142
min,39,170,138,26,3,252
rnd,39,170,138,26,3,100
max,39,170,143,27,2,356
min,39,170,143,27,2,843
rnd,39,170,143,27,2,132
max,39,170,110,8,2,10
min,39,170,110,8,2,14
rnd,39,170,110,8,2,10
max,39,170,78,8,2,9
min,39,170,78,8,2,9
rnd,39,170,78,8,2,9
max,39,170,112,35,2,111
min,39,170,112,35,2,423
rnd,39,170,112,35,2,312
max,39,170,94,22,2,112
min,39,170,94,22,2,190
rnd,39,170,94,22,2,125
rnd,39,170,127,54,3,337
max,39,170,91,10,2,14
min,39,170,91,10,2,23
rnd,39,170,91,10,2,14
max,39,170,145,44,3,735
rnd,39,170,145,44,3,359
max,39,170,87,19,2,48
min,39,170,87,19,2,54
rnd,39,170,87,19,2,78
max,39,170,146,111,5,1444
min,39,170,146,111,5,1515
rnd,39,170,146,111,5,664
max,39,170,126,11,2,24
min,39,170,126,11,2,40
rnd,39,170,126,11,2,28
max,39,170,141,31,2,1126
min,39,170,141,31,2,2071
rnd,39,170,141,31,2,1516
max,39,170,57,2,2,3
min,39,170,57,2,2,3
rnd,39,170,57,2,2,3
max,39,170,80,8,2,9
min,39,170,80,8,2,9
rnd,39,170,80,8,2,9
max,39,170,54,6,2,17
min,39,170,54,6,2,25
rnd,39,170,54,6,2,23
max,39,170,125,24,2,254
min,39,170,125,24,2,403
rnd,39,170,125,24,2,446
max,39,170,123,22,2,1253
min,39,170,123,22,2,1182
rnd,39,170,123,22,2,151
max,39,170,43,11,2,27
min,39,170,43,11,2,39
rnd,39,170,43,11,2,30
max,39,170,94,22,2,494
min,39,170,94,22,2,2028
rnd,39,170,94,22,2,744
max,39,170,113,22,2,116
min,39,170,113,22,2,170
rnd,39,170,113,22,2,178
max,39,170,125,27,2,404
min,39,170,125,27,2,1342
rnd,39,170,125,27,2,459
max,39,170,69,4,2,6
min,39,170,69,4,2,8
rnd,39,170,69,4,2,7
max,39,170,133,26,4,118
min,39,170,133,26,4,243
rnd,39,170,133,26,4,125
max,39,170,102,14,2,26
min,39,170,102,14,2,32
rnd,39,170,102,14,2,23
max,39,170,107,13,2,14
min,39,170,107,13,2,14
rnd,39,170,107,13,2,14
max,39,170,148,17,2,27
min,39,170,148,17,2,62
rnd,39,170,148,17,2,36
max,39,170,69,3,2,4
min,39,170,69,3,2,4
rnd,39,170,69,3,2,4
max,39,170,143,38,3,247
min,39,170,143,38,3,982
rnd,39,170,143,38,3,239
max,39,170,126,54,4,1020
min,39,170,126,54,4,1854
max,39,170,145,57,4,920
min,39,170,145,57,4,1656
rnd,39,170,145,57,4,1259
max,39,170,140,54,3,799
rnd,39,170,140,54,3,1702
max,39,170,52,4,2,6
min,39,170,52,4,2,6
rnd,39,170,52,4,2,6
max,39,170,116,29,3,549
rnd,39,170,116,29,3,205
max,39,170,122,14,2,19
min,39,170,122,14,2,37
rnd,39,170,122,14,2,40
max,39,170,82,10,2,22
min,39,170,82,10,2,22
rnd,39,170,82,10,2,18
max,39,170,59,6,2,9
min,39,170,59,6,2,9
rnd,39,170,59,6,2,8
max,39,170,139,27,3,58
min,39,170,139,27,3,75
rnd,39,170,139,27,3,122
max,39,170,91,20,2,28
min,39,170,91,20,2,29
rnd,39,170,91,20,2,29
max,39,170,149,82,5,1812
min,39,170,149,82,5,715
max,39,170,59,16,2,30
min,39,170,59,16,2,39
rnd,39,170,59,16,2,32
max,39,170,87,25,2,57
min,39,170,87,25,2,94
rnd,39,170,87,25,2,107
max,39,170,58,7,2,10
min,39,170,58,7,2,16
rnd,39,170,58,7,2,13
max,39,170,82,24,2,810
min,39,170,82,24,2,1820
rnd,39,170,82,24,2,910
max,39,170,110,23,2,84
min,39,170,110,23,2,371
rnd,39,170,110,23,2,133
max,39,170,105,22,2,203
min,39,170,105,22,2,235
rnd,39,170,105,22,2,197
max,39,170,95,20,2,104
min,39,170,95,20,2,243
rnd,39,170,95,20,2,119
max,39,170,127,49,4,509
min,39,170,127,49,4,1680
rnd,39,170,127,49,4,433
max,39,170,62,10,2,22
min,39,170,62,10,2,22
rnd,39,170,62,10,2,40
max,39,170,138,17,2,43
min,39,170,138,17,2,42
rnd,39,170,138,17,2,79
max,39,170,111,46,3,295
min,39,170,111,46,3,353
rnd,39,170,111,46,3,318
max,39,170,89,23,2,100
min,39,170,89,23,2,200
rnd,39,170,89,23,2,127
max,39,170,95,18,2,20
min,39,170,95,18,2,22
rnd,39,170,95,18,2,21
max,39,170,147,24,3,43
min,39,170,147,24,3,58
rnd,39,170,147,24,3,33
max,39,170,125,12,2,14
min,39,170,125,12,2,15
rnd,39,170,125,12,2,14
max,39,170,88,5,2,6
min,39,170,88,5,2,11
rnd,39,170,88,5,2,10
max,39,170,133,42,3,2041
rnd,39,170,133,42,3,1237
max,39,170,40,15,2,18
min,39,170,40,15,2,20
rnd,39,170,40,15,2,20
max,39,170,135,11,2,15
min,39,170,135,11,2,28
rnd,39,170,135,11,2,27
max,39,170,104,11,2,12
min,39,170,104,11,2,22
rnd,39,170,104,11,2,22
max,39,170,141,64,5,671
min,39,170,141,64,5,2002
rnd,39,170,141,64,5,215
max,39,170,140,41,3,1319
min,39,170,140,41,3,1448
rnd,39,170,140,41,3,489
max,39,170,141,51,3,877
min,39,170,141,51,3,776
rnd,39,170,141,51,3,466
max,39,170,96,16,2,68
min,39,170,96,16,2,112
rnd,39,170,96,16,2,99
max,39,170,71,5,2,7
min,39,170,71,5,2,10
rnd,39,170,71,5,2,9
max,39,170,80,6,2,8
min,39,170,80,6,2,12
rnd,39,170,80,6,2,9
max,39,170,124,18,3,19
min,39,170,124,18,3,19
rnd,39,170,124,18,3,19
max,39,170,85,6,2,7
min,39,170,85,6,2,12
rnd,39,170,85,6,2,7
max,39,170,55,12,2,39
min,39,170,55,12,2,34
rnd,39,170,55,12,2,34
max,39,170,148,43,3,663
min,39,170,148,43,3,246
rnd,39,170,148,43,3,169
max,39,170,147,12,2,16
min,39,170,147,12,2,16
rnd,39,170,147,12,2,16
max,39,170,142,24,3,25
min,39,170,142,24,3,25
rnd,39,170,142,24,3,25
max,39,170,132,60,4,849
rnd,39,170,132,60,4,980
max,39,170,100,11,2,20
min,39,170,100,11,2,19
rnd,39,170,100,11,2,18
max,39,170,51,13,2,20
min,39,170,51,13,2,33
rnd,39,170,51,13,2,37
max,39,170,65,24,2,94
min,39,170,65,24,2,235
rnd,39,170,65,24,2,78
max,39,170,66,17,2,23
min,39,170,66,17,2,24
rnd,39,170,66,17,2,20
max,39,170,95,19,2,42
min,39,170,95,19,2,56
rnd,39,170,95,19,2,49
max,39,170,141,29,2,1240
min,39,170,141,29,2,1570
rnd,39,170,141,29,2,574
max,39,170,127,39,2,328
min,39,170,127,39,2,1541
rnd,39,170,127,39,2,1720
max,39,170,144,44,4,384
rnd,39,170,144,44,4,681
max,39,170,87,8,2,11
min,39,170,87,8,2,18
rnd,39,170,87,8,2,15
max,39,170,127,11,2,13
min,39,170,127,11,2,23
rnd,39,170,127,11,2,15
max,39,170,108,8,2,11
min,39,170,108,8,2,18
rnd,39,170,108,8,2,15
max,39,170,115,25,3,94
min,39,170,115,25,3,215
rnd,39,170,115,25,3,216
max,39,170,145,28,2,448
min,39,170,145,28,2,1288
rnd,39,170,145,28,2,285
max,39,170,137,27,2,423
rnd,39,170,137,27,2,358
max,39,170,93,13,2,16
min,39,170,93,13,2,16
rnd,39,170,93,13,2,19
max,39,170,139,59,5,370
min,39,170,139,59,5,243
rnd,39,170,139,59,5,309
max,39,170,94,23,2,93
min,39,170,94,23,2,102
rnd,39,170,94,23,2,85
max,39,170,134,33,3,657
min,39,170,134,33,3,2319
rnd,39,170,134,33,3,682
max,39,170,94,42,3,722
min,39,170,94,42,3,493
rnd,39,170,94,42,3,345
max,39,170,142,65,4,236
min,39,170,142,65,4,739
rnd,39,170,142,65,4,241
max,39,170,139,49,4,1519
min,39,170,139,49,4,1945
rnd,39,170,139,49,4,1014
max,39,170,119,43,4,227
min,39,170,119,43,4,405
rnd,39,170,119,43,4,493
max,39,170,111,28,2,143
min,39,170,111,28,2,177
rnd,39,170,111,28,2,831
max,39,170,129,19,3,28
min,39,170,129,19,3,27
rnd,39,170,129,19,3,32
max,39,170,135,78,5,320
min,39,170,135,78,5,486
max,39,170,147,49,4,288
min,39,170,147,49,4,1329
rnd,39,170,147,49,4,360
max,39,170,145,29,3,695
min,39,170,145,29,3,1621
rnd,39,170,145,29,3,600
max,39,170,138,26,2,207
min,39,170,138,26,2,426
rnd,39,170,138,26,2,316
max,39,170,123,9,2,12
min,39,170,123,9,2,12
rnd,39,170,123,9,2,11
max,39,170,143,30,2,258
min,39,170,143,30,2,461
rnd,39,170,143,30,2,214
max,39,170,101,25,2,57
min,39,170,101,25,2,59
rnd,39,170,101,25,2,95
max,39,170,101,9,2,10
min,39,170,101,9,2,11
rnd,39,170,101,9,2,10
max,39,170,73,6,2,8
min,39,170,73,6,2,8
rnd,39,170,73,6,2,8
max,39,170,98,20,3,101
min,39,170,98,20,3,193
rnd,39,170,98,20,3,146
max,39,170,122,26,2,42
min,39,170,122,26,2,53
rnd,39,170,122,26,2,49
max,39,170,110,26,3,51
min,39,170,110,26,3,67
rnd,39,170,110,26,3,51
max,39,170,92,26,2,342
min,39,170,92,26,2,841
rnd,39,170,92,26,2,443
max,39,170,145,28,2,87
min,39,170,145,28,2,64
rnd,39,170,145,28,2,77
max,39,170,141,25,2,123
min,39,170,141,25,2,204
rnd,39,170,141,25,2,212
max,39,170,111,21,2,302
min,39,170,111,21,2,598
rnd,39,170,111,21,2,371
max,39,170,65,8,2,10
min,39,170,65,8,2,12
rnd,39,170,65,8,2,11
max,39,170,145,26,2,361
min,39,170,145,26,2,642
rnd,39,170,145,26,2,129
max,39,170,101,17,2,40
min,39,170,101,17,2,55
rnd,39,170,101,17,2,47
max,39,170,131,29,2,193
min,39,170,131,29,2,167
rnd,39,170,131,29,2,81
max,39,170,89,23,2,68
min,39,170,89,23,2,120
rnd,39,170,89,23,2,98
max,39,170,124,26,2,84
min,39,170,124,26,2,115
rnd,39,170,124,26,2,107
max,39,170,113,44,3,384
min,39,170,113,44,3,321
rnd,39,170,113,44,3,458
max,39,170,65,21,2,185
min,39,170,65,21,2,363
rnd,39,170,65,21,2,93
max,39,170,141,13,2,15
min,39,170,141,13,2,27
rnd,39,170,141,13,2,24
max,39,170,82,13,2,19
min,39,170,82,13,2,23
rnd,39,170,82,13,2,15
max,39,170,114,24,2,130
min,39,170,114,24,2,223
rnd,39,170,114,24,2,66
rnd,39,170,142,40,3,203
max,39,170,70,7,3,8
min,39,170,70,7,3,8
rnd,39,170,70,7,3,17
max,39,170,68,7,2,11
min,39,170,68,7,2,12
rnd,39,170,68,7,2,13
max,39,170,141,10,2,25
min,39,170,141,10,2,27
rnd,39,170,141,10,2,18
max,39,170,71,7,2,14
min,39,170,71,7,2,13
rnd,39,170,71,7,2,19
max,39,170,102,9,2,13
min,39,170,102,9,2,22
rnd,39,170,102,9,2,14
max,39,170,142,53,5,302
min,39,170,142,53,5,786
rnd,39,170,142,53,5,1621
max,39,170,78,22,2,101
min,39,170,78,22,2,126
rnd,39,170,78,22,2,174
max,39,170,115,29,3,350
min,39,170,115,29,3,668
rnd,39,170,115,29,3,750
max,39,170,123,10,2,11
min,39,170,123,10,2,19
rnd,39,170,123,10,2,14
max,39,170,114,43,4,235
min,39,170,114,43,4,945
rnd,39,170,114,43,4,792
max,39,170,94,19,2,98
min,39,170,94,19,2,179
rnd,39,170,94,19,2,116
max,39,170,102,26,2,77
min,39,170,102,26,2,126
rnd,39,170,102,26,2,93
max,39,170,83,8,2,13
min,39,170,83,8,2,13
rnd,39,170,83,8,2,13
max,39,170,114,31,3,371
min,39,170,114,31,3,709
rnd,39,170,114,31,3,176
max,39,170,139,10,2,11
